------------ Data File Created By ActiGraph wGT3XBT ActiLife v6.13.3 Firmware v1.8.0 date format M/d/yyyy Filter Normal Multiple Incline Limb: Waist -----------,,,,,,,,
Serial Number: MOS2D16160581,,,,,,,,
Start Time 21:35:00,,,,,,,,
Start Date 8/15/2016,,,,,,,,
Epoch Period (hh:mm:ss) 00:00:05,,,,,,,,
Download Time 18:59:15,,,,,,,,
Download Date 8/24/2016,,,,,,,,
Current Memory Address: 0,,,,,,,,
Current Battery Voltage: 4.03     Mode = 61,,,,,,,,
--------------------------------------------------,,,,,,,,
325,85,176,2,0,0,5,0,0
181,116,91,1,0,0,5,0,0
4,47,153,0,0,0,0,0,5
246,258,306,2,0,0,5,0,0
131,81,31,1,0,0,5,0,0
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,0,0,0,5
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
0,0,0,0,0,5,0,0,0
