1551178506.0000,0.328125,0.984375,0.203125
1551178506.0100,0.828125,-0.359375,-0.375000
1551178506.0200,0.875000,-0.390625,-0.390625
1551178506.0300,0.890625,-0.390625,-0.390625
1551178506.0400,0.890625,-0.375000,-0.390625
1551178506.0500,0.875000,-0.359375,-0.375000
1551178506.0600,0.875000,-0.359375,-0.390625
1551178506.0700,0.875000,-0.359375,-0.406250
1551178506.0800,0.875000,-0.359375,-0.406250
1551178506.0900,0.890625,-0.343750,-0.406250
1551178506.1000,0.890625,-0.343750,-0.421875
1551178506.1100,0.890625,-0.359375,-0.421875
1551178506.1200,0.890625,-0.359375,-0.421875
1551178506.1300,0.906250,-0.359375,-0.437500
1551178506.1400,0.906250,-0.359375,-0.421875
1551178506.1500,0.906250,-0.343750,-0.421875
1551178506.1600,0.890625,-0.343750,-0.421875
1551178506.1700,0.890625,-0.343750,-0.421875
1551178506.1800,0.875000,-0.343750,-0.421875
1551178506.1900,0.875000,-0.359375,-0.421875
1551178506.2000,0.875000,-0.359375,-0.421875
1551178506.2100,0.875000,-0.359375,-0.406250
1551178506.2300,0.875000,-0.375000,-0.406250
1551178506.2400,0.890625,-0.390625,-0.421875
1551178506.2500,0.906250,-0.375000,-0.421875
1551178506.2600,0.906250,-0.343750,-0.421875
1551178506.2700,0.890625,-0.328125,-0.437500
1551178506.2800,0.875000,-0.312500,-0.437500
1551178506.2900,0.890625,-0.328125,-0.421875
1551178506.3000,0.890625,-0.312500,-0.421875
1551178506.3100,0.906250,-0.328125,-0.421875
1551178506.3200,0.906250,-0.328125,-0.421875
1551178506.3300,0.906250,-0.343750,-0.421875
1551178506.3400,0.906250,-0.343750,-0.421875
1551178506.3500,0.921875,-0.343750,-0.437500
1551178506.3600,0.906250,-0.343750,-0.437500
1551178506.3700,0.906250,-0.343750,-0.437500
1551178506.3800,0.906250,-0.359375,-0.421875
1551178506.3900,0.906250,-0.359375,-0.421875
1551178506.4000,0.890625,-0.343750,-0.406250
1551178506.4100,0.890625,-0.343750,-0.406250
1551178506.4200,0.890625,-0.328125,-0.406250
1551178506.4300,0.890625,-0.328125,-0.421875
1551178506.4400,0.906250,-0.328125,-0.421875
1551178506.4500,0.906250,-0.312500,-0.437500
1551178506.4600,0.906250,-0.328125,-0.437500
1551178506.4700,0.906250,-0.312500,-0.437500
1551178506.4800,0.906250,-0.328125,-0.437500
1551178506.4900,0.906250,-0.328125,-0.437500
1551178506.5000,0.906250,-0.328125,-0.421875
1551178506.5100,0.890625,-0.343750,-0.406250
1551178506.5200,0.890625,-0.343750,-0.421875
1551178506.5300,0.890625,-0.343750,-0.406250
1551178506.5400,0.890625,-0.328125,-0.406250
1551178506.5500,0.890625,-0.328125,-0.406250
1551178506.5600,0.875000,-0.343750,-0.390625
1551178506.5700,0.890625,-0.343750,-0.406250
1551178506.5800,0.890625,-0.343750,-0.421875
1551178506.5900,0.906250,-0.359375,-0.437500
1551178506.6000,0.906250,-0.359375,-0.437500
1551178506.6100,0.906250,-0.343750,-0.421875
1551178506.6200,0.906250,-0.328125,-0.421875
