1577135046.6900,0.007324,0.071289,0.008789,0.274658,-0.503540,15.769958
1577135046.7000,0.001953,0.066406,0.007813,0.282288,-0.480652,15.792846
1577135046.7100,0.007813,0.068359,0.001953,0.274658,-0.503540,15.769958
1577135046.7200,0.007813,0.078125,0.005859,0.305176,-0.488281,15.754699
1577135046.7300,0.004883,0.073242,0.009766,0.282288,-0.511169,15.762328
1577135046.7400,0.000977,0.068848,0.008301,0.274658,-0.549316,15.762328
1577135046.7500,0.001953,0.069336,0.003418,0.312805,-0.495911,15.769958
1577135046.7600,0.000977,0.062012,0.004883,0.320435,-0.473022,15.731811
1577135046.7700,-0.007324,0.062500,0.008301,0.289917,-0.518799,15.762328
1577135046.7800,-0.017090,0.061035,0.009277,0.328064,-0.503540,15.792846
1577135046.7900,-0.007324,0.061035,0.009277,0.312805,-0.526428,15.777587
1577135046.8000,0.005859,0.064941,0.009766,0.259399,-0.511169,15.739440
1577135046.8100,0.010742,0.067383,0.008301,0.289917,-0.518799,15.708922
1577135046.8200,0.002930,0.071777,0.007813,0.320435,-0.503540,15.762328
1577135046.8300,-0.003418,0.075195,0.006348,0.267029,-0.511169,15.800475
1577135046.8400,-0.003418,0.077148,0.004883,0.312805,-0.503540,15.853881
1577135046.8500,-0.000488,0.076172,0.004883,0.328064,-0.488281,15.830993
1577135046.8600,0.000000,0.068359,0.006348,0.350952,-0.495911,15.792846
1577135046.8700,0.000977,0.072754,0.011719,0.320435,-0.549316,15.739440
1577135046.8800,0.000000,0.074219,0.007324,0.297546,-0.556946,15.762328
1577135046.8900,-0.000488,0.076660,0.002441,0.282288,-0.511169,15.777587
1577135046.9000,-0.002441,0.078613,0.008789,0.320435,-0.480652,15.769958
1577135046.9100,-0.009766,0.078125,0.011719,0.289917,-0.511169,15.762328
1577135046.9200,0.000488,0.074707,0.004883,0.305176,-0.480652,15.823363
1577135046.9300,-0.005859,0.067383,0.006348,0.312805,-0.488281,15.724181
1577135046.9400,-0.011719,0.063477,0.006836,0.305176,-0.518799,15.739440
1577135046.9500,-0.004395,0.066406,0.004395,0.282288,-0.511169,15.777587
1577135046.9600,-0.002930,0.070313,0.004883,0.289917,-0.511169,15.777587
1577135046.9700,0.008301,0.064453,0.009766,0.320435,-0.511169,15.716552
1577135046.9800,0.008301,0.065430,0.008789,0.305176,-0.518799,15.777587
1577135046.9900,0.008789,0.070313,0.006348,0.274658,-0.495911,15.815734
1577135047.0000,0.004395,0.069336,0.003906,0.259399,-0.473022,15.777587
1577135047.0100,-0.000977,0.067383,0.007813,0.274658,-0.518799,15.754699
1577135047.0200,0.003906,0.071289,0.010742,0.289917,-0.541687,15.769958
1577135047.0300,0.000977,0.070313,0.004395,0.312805,-0.511169,15.762328
1577135047.0400,-0.004883,0.066406,0.001465,0.305176,-0.518799,15.762328
1577135047.0500,-0.006348,0.071777,0.008789,0.328064,-0.518799,15.747069
1577135047.0600,-0.002930,0.072754,0.008789,0.328064,-0.503540,15.754699
1577135047.0700,-0.004395,0.073730,0.006348,0.320435,-0.518799,15.747069
1577135047.0800,-0.006836,0.072266,0.003418,0.282288,-0.488281,15.724181
1577135047.0900,-0.000977,0.070313,0.008301,0.267029,-0.503540,15.769958
1577135047.1003,0.002441,0.075195,0.006348,0.305176,-0.526428,15.785216
1577135047.1105,-0.001953,0.069824,0.006348,0.320435,-0.473022,15.800475
1577135047.1208,-0.005371,0.069336,0.009277,0.305176,-0.503540,15.777587
1577135047.1310,-0.006348,0.068848,0.005371,0.320435,-0.518799,15.731811
1577135047.1413,-0.008301,0.062012,0.007813,0.259399,-0.511169,15.747069
1577135047.1515,-0.000977,0.063965,0.003906,0.305176,-0.518799,15.785216
1577135047.1618,0.004395,0.078125,0.003418,0.289917,-0.503540,15.785216
1577135047.1720,0.007813,0.081055,0.012207,0.297546,-0.511169,15.762328
1577135047.1823,0.005371,0.074219,0.007813,0.312805,-0.495911,15.792846
1577135047.1925,-0.013184,0.075195,0.005859,0.366211,-0.495911,15.792846
