------------ Data Table File Created By Actigraph Link ActiLife v6.11.9 date format dd/MM/yyyy Filter Normal -----------,,,,,
Serial Number: TAS1D48140206,,,,,
Start Time 15:00:00,,,,,
Start Date 09-12-2017,,,,,
Epoch Period (hh:mm:ss) 00:00:01,,,,,
Download Time 15:29:44,,,,,
Download Date 09-19-2017,,,,,
Current Memory Address: 0,,,,,
Current Battery Voltage: 3.85     Mode = 13,,,,,
--------------------------------------------------,,,,,
TimeStamp,axis1,axis2,axis3,steps,vm
2017-09-12T16:05:57Z,0,0,0,0,0
2017-09-12T16:05:58Z,0,0,0,0,0
2017-09-12T16:05:59Z,0,0,0,0,0
2017-09-12T16:06:00Z,7,0,2,1,8
2017-09-12T16:06:01Z,16,0,6,0,18
2017-09-12T16:06:02Z,0,0,0,0,0
2017-09-12T16:06:03Z,12,0,0,0,12
2017-09-12T16:06:04Z,0,0,0,0,0
2017-09-12T16:06:05Z,0,0,0,0,0
2017-09-12T16:06:06Z,0,0,0,0,0
2017-09-12T16:06:07Z,0,0,0,0,0
2017-09-12T16:06:08Z,7,0,0,0,7
2017-09-12T16:06:09Z,16,0,0,1,16
2017-09-12T16:06:10Z,37,0,11,0,39
2017-09-12T16:06:11Z,3,0,1,0,4
2017-09-12T16:06:12Z,0,0,0,0,0
2017-09-12T16:06:13Z,0,0,0,0,0
2017-09-12T16:06:14Z,0,0,0,0,0
2017-09-12T16:06:15Z,0,0,0,0,0
2017-09-12T16:06:16Z,0,0,0,0,0
2017-09-12T16:06:17Z,0,0,0,0,0
2017-09-12T16:06:18Z,0,0,0,0,0
2017-09-12T16:06:19Z,0,0,0,0,0
2017-09-12T16:06:20Z,0,0,0,0,0
2017-09-12T16:06:21Z,0,0,0,0,0
2017-09-12T16:06:22Z,0,0,0,0,0
2017-09-12T16:06:23Z,0,0,0,0,0
2017-09-12T16:06:24Z,27,0,4,1,28
2017-09-12T16:06:25Z,42,0,17,0,46
2017-09-12T16:06:26Z,10,0,0,0,10
2017-09-12T16:06:27Z,24,0,1,1,25
2017-09-12T16:06:28Z,27,0,5,0,28
2017-09-12T16:06:29Z,0,0,0,0,0
2017-09-12T16:06:30Z,36,0,1,1,37
2017-09-12T16:06:31Z,12,0,0,0,12
2017-09-12T16:06:32Z,0,0,0,0,0
2017-09-12T16:06:33Z,0,0,0,0,0
2017-09-12T16:06:34Z,0,0,0,0,0
2017-09-12T16:06:35Z,0,0,0,0,0
2017-09-12T16:06:36Z,0,0,0,0,0
2017-09-12T16:06:37Z,0,0,0,0,0
2017-09-12T16:06:38Z,0,0,0,0,0
2017-09-12T16:06:39Z,0,0,0,0,0
2017-09-12T16:06:40Z,0,0,0,0,0
2017-09-12T16:06:41Z,0,0,0,0,0
2017-09-12T16:06:42Z,0,0,0,0,0
2017-09-12T16:06:43Z,7,0,1,1,8
2017-09-12T16:06:44Z,53,0,22,0,58
2017-09-12T16:06:45Z,7,0,0,0,7
2017-09-12T16:06:46Z,4,0,0,0,4
2017-09-12T16:06:47Z,13,0,1,1,14
2017-09-12T16:06:48Z,10,0,4,0,11
2017-09-12T16:06:49Z,0,0,0,0,0
2017-09-12T16:06:50Z,0,0,0,0,0
2017-09-12T16:06:51Z,0,0,0,0,0
2017-09-12T16:06:52Z,0,0,0,0,0
2017-09-12T16:06:53Z,0,0,0,0,0
2017-09-12T16:06:54Z,0,0,0,0,0
2017-09-12T16:06:55Z,44,33,149,1,159
2017-09-12T16:06:56Z,7,2,100,0,101
2017-09-12T16:06:57Z,0,0,22,0,22
2017-09-12T16:06:58Z,0,0,4,0,4
2017-09-12T16:06:59Z,22,5,47,0,53
2017-09-12T16:07:00Z,71,4,72,1,102
2017-09-12T16:07:01Z,101,29,92,0,140
2017-09-12T16:07:02Z,27,8,45,1,54
2017-09-12T16:07:03Z,38,0,21,0,44
2017-09-12T16:07:04Z,35,28,31,0,55
2017-09-12T16:07:05Z,43,28,104,1,116
2017-09-12T16:07:06Z,20,3,69,0,72
2017-09-12T16:07:07Z,14,0,60,0,62
2017-09-12T16:07:08Z,0,0,0,0,0
2017-09-12T16:07:09Z,0,0,0,0,0
2017-09-12T16:07:10Z,0,0,0,0,0
2017-09-12T16:07:11Z,0,0,0,0,0
2017-09-12T16:07:12Z,7,0,7,1,10
2017-09-12T16:07:13Z,0,0,0,0,0
2017-09-12T16:07:14Z,0,0,0,0,0
2017-09-12T16:07:15Z,0,0,0,0,0
2017-09-12T16:07:16Z,0,0,0,0,0
2017-09-12T16:07:17Z,0,0,0,0,0
2017-09-12T16:07:18Z,20,0,126,0,128
2017-09-12T16:07:19Z,5,0,23,1,24
2017-09-12T16:07:20Z,0,0,69,0,69
2017-09-12T16:07:21Z,0,0,0,0,0
2017-09-12T16:07:22Z,0,0,0,0,0
2017-09-12T16:07:23Z,0,0,0,0,0
2017-09-12T16:07:24Z,0,0,0,0,0
2017-09-12T16:07:25Z,0,0,0,0,0
2017-09-12T16:07:26Z,0,0,0,0,0
2017-09-12T16:07:27Z,0,0,0,0,0
2017-09-12T16:07:28Z,0,0,0,0,0
2017-09-12T16:07:29Z,0,0,0,0,0
2017-09-12T16:07:30Z,0,0,0,0,0
2017-09-12T16:07:31Z,0,0,0,0,0
2017-09-12T16:07:32Z,0,0,0,0,0
2017-09-12T16:07:33Z,0,0,0,0,0
2017-09-12T16:07:34Z,0,0,0,0,0
2017-09-12T16:07:35Z,0,0,13,0,13
2017-09-12T16:07:36Z,33,10,76,1,84
2017-09-12T16:07:37Z,75,23,18,0,81
2017-09-12T16:07:38Z,38,0,0,0,38
2017-09-12T16:07:39Z,5,0,0,0,5
2017-09-12T16:07:40Z,0,0,0,0,0
2017-09-12T16:07:41Z,0,0,0,0,0
2017-09-12T16:07:42Z,0,0,0,0,0
2017-09-12T16:07:43Z,0,0,0,0,0
2017-09-12T16:07:44Z,0,0,0,0,0
2017-09-12T16:07:45Z,0,0,0,0,0
2017-09-12T16:07:46Z,0,0,0,0,0
2017-09-12T16:07:47Z,0,0,0,0,0
2017-09-12T16:07:48Z,0,0,0,0,0
2017-09-12T16:07:49Z,0,0,0,0,0
2017-09-12T16:07:50Z,0,0,0,0,0
2017-09-12T16:07:51Z,0,0,0,0,0
2017-09-12T16:07:52Z,0,0,0,0,0
2017-09-12T16:07:53Z,0,0,0,0,0
2017-09-12T16:07:54Z,0,0,0,0,0
2017-09-12T16:07:55Z,0,0,0,0,0
2017-09-12T16:07:56Z,0,0,0,0,0
2017-09-12T16:07:57Z,0,0,0,0,0
2017-09-12T16:07:58Z,0,0,0,0,0
2017-09-12T16:07:59Z,0,0,0,0,0
2017-09-12T16:08:00Z,0,0,0,0,0
2017-09-12T16:08:01Z,0,0,0,0,0
2017-09-12T16:08:02Z,0,0,0,0,0
2017-09-12T16:08:03Z,0,0,0,0,0
2017-09-12T16:08:04Z,0,0,0,0,0
2017-09-12T16:08:05Z,0,0,0,0,0
2017-09-12T16:08:06Z,0,0,0,0,0
2017-09-12T16:08:07Z,0,0,0,0,0
2017-09-12T16:08:08Z,0,0,0,0,0
2017-09-12T16:08:09Z,0,0,0,0,0
2017-09-12T16:08:10Z,10,0,0,1,10
2017-09-12T16:08:11Z,0,0,0,0,0
2017-09-12T16:08:12Z,0,0,0,0,0
2017-09-12T16:08:13Z,0,0,0,0,0
2017-09-12T16:08:14Z,0,0,0,0,0
2017-09-12T16:08:15Z,0,0,0,0,0
2017-09-12T16:08:16Z,0,0,0,0,0
2017-09-12T16:08:17Z,0,0,0,0,0
2017-09-12T16:08:18Z,0,0,0,0,0
2017-09-12T16:08:19Z,0,0,0,0,0
2017-09-12T16:08:20Z,0,0,0,0,0
2017-09-12T16:08:21Z,0,0,0,0,0
2017-09-12T16:08:22Z,0,0,0,0,0
2017-09-12T16:08:23Z,0,0,0,0,0
2017-09-12T16:08:24Z,0,0,0,0,0
2017-09-12T16:08:25Z,0,0,0,0,0
2017-09-12T16:08:26Z,0,0,0,0,0
2017-09-12T16:08:27Z,0,0,0,0,0
2017-09-12T16:08:28Z,0,0,0,0,0
2017-09-12T16:08:29Z,0,0,0,0,0
2017-09-12T16:08:30Z,0,0,0,0,0
2017-09-12T16:08:31Z,0,0,0,0,0
2017-09-12T16:08:32Z,0,0,0,0,0
2017-09-12T16:08:33Z,0,0,0,0,0
2017-09-12T16:08:34Z,0,0,0,0,0
2017-09-12T16:08:35Z,0,0,0,0,0
2017-09-12T16:08:36Z,0,0,0,0,0
2017-09-12T16:08:37Z,0,0,0,0,0
2017-09-12T16:08:38Z,0,0,0,0,0
2017-09-12T16:08:39Z,0,0,0,0,0
2017-09-12T16:08:40Z,0,0,0,0,0
2017-09-12T16:08:41Z,0,0,0,0,0
2017-09-12T16:08:42Z,0,0,0,0,0
2017-09-12T16:08:43Z,0,0,0,0,0
2017-09-12T16:08:44Z,0,0,0,0,0
2017-09-12T16:08:45Z,0,0,0,0,0
2017-09-12T16:08:46Z,0,0,0,0,0
2017-09-12T16:08:47Z,0,0,0,0,0
2017-09-12T16:08:48Z,0,0,0,0,0
2017-09-12T16:08:49Z,0,0,0,0,0
2017-09-12T16:08:50Z,0,0,0,0,0
2017-09-12T16:08:51Z,0,0,0,0,0
2017-09-12T16:08:52Z,0,0,0,0,0
2017-09-12T16:08:53Z,0,0,0,0,0
2017-09-12T16:08:54Z,23,0,0,0,23
2017-09-12T16:08:55Z,21,0,0,1,21
2017-09-12T16:08:56Z,14,0,0,0,14
2017-09-12T16:08:57Z,5,0,0,0,5
2017-09-12T16:08:58Z,9,0,0,0,9
2017-09-12T16:08:59Z,6,0,0,1,6
2017-09-12T16:09:00Z,19,0,0,0,19
2017-09-12T16:09:01Z,0,0,0,0,0
2017-09-12T16:09:02Z,14,0,0,1,14
2017-09-12T16:09:03Z,11,0,0,0,11
2017-09-12T16:09:04Z,8,0,0,0,8
2017-09-12T16:09:05Z,21,0,0,1,21
2017-09-12T16:09:06Z,1,0,0,0,1
2017-09-12T16:09:07Z,0,0,0,0,0
2017-09-12T16:09:08Z,0,0,0,0,0
2017-09-12T16:09:09Z,0,0,0,0,0
2017-09-12T16:09:10Z,0,0,0,0,0
2017-09-12T16:09:11Z,0,0,0,0,0
2017-09-12T16:09:12Z,0,0,0,0,0
2017-09-12T16:09:13Z,0,0,0,0,0
2017-09-12T16:09:14Z,0,0,0,0,0
2017-09-12T16:09:15Z,0,0,0,0,0
2017-09-12T16:09:16Z,0,0,0,0,0
2017-09-12T16:09:17Z,0,0,0,0,0
2017-09-12T16:09:18Z,0,0,0,0,0
2017-09-12T16:09:19Z,0,0,0,0,0
2017-09-12T16:09:20Z,0,0,0,0,0
2017-09-12T16:09:21Z,0,0,0,0,0
2017-09-12T16:09:22Z,0,0,0,0,0
2017-09-12T16:09:23Z,0,0,0,0,0
2017-09-12T16:09:24Z,0,0,0,0,0
2017-09-12T16:09:25Z,0,0,0,0,0
2017-09-12T16:09:26Z,0,0,0,0,0
2017-09-12T16:09:27Z,0,0,0,0,0
2017-09-12T16:09:28Z,0,0,0,0,0
2017-09-12T16:09:29Z,0,0,0,0,0
2017-09-12T16:09:30Z,0,0,0,0,0
2017-09-12T16:09:31Z,0,0,0,0,0
2017-09-12T16:09:32Z,0,0,0,0,0
2017-09-12T16:09:33Z,0,0,0,0,0
2017-09-12T16:09:34Z,0,0,0,0,0
2017-09-12T16:09:35Z,0,0,0,0,0
2017-09-12T16:09:36Z,0,0,0,0,0
2017-09-12T16:09:37Z,0,0,0,0,0
2017-09-12T16:09:38Z,0,0,0,0,0
2017-09-12T16:09:39Z,0,0,0,0,0
2017-09-12T16:09:40Z,0,0,0,0,0
2017-09-12T16:09:41Z,0,0,0,0,0
2017-09-12T16:09:42Z,0,0,0,0,0
2017-09-12T16:09:43Z,0,0,0,0,0
2017-09-12T16:09:44Z,0,0,0,0,0
2017-09-12T16:09:45Z,0,0,0,0,0
2017-09-12T16:09:46Z,0,0,0,0,0
2017-09-12T16:09:47Z,0,0,0,0,0
2017-09-12T16:09:48Z,0,0,0,0,0
2017-09-12T16:09:49Z,0,0,0,0,0
2017-09-12T16:09:50Z,0,0,0,0,0
2017-09-12T16:09:51Z,0,0,0,0,0
2017-09-12T16:09:52Z,0,0,0,0,0
2017-09-12T16:09:53Z,0,0,0,0,0
2017-09-12T16:09:54Z,0,0,0,0,0
2017-09-12T16:09:55Z,0,0,0,0,0
2017-09-12T16:09:56Z,0,0,0,0,0
2017-09-12T16:09:57Z,0,0,0,0,0
2017-09-12T16:09:58Z,0,0,0,0,0
2017-09-12T16:09:59Z,0,0,0,0,0
2017-09-12T16:10:00Z,0,0,0,0,0
2017-09-12T16:10:01Z,0,0,0,0,0
2017-09-12T16:10:02Z,0,0,0,0,0
2017-09-12T16:10:03Z,0,0,0,0,0
2017-09-12T16:10:04Z,0,0,0,0,0
2017-09-12T16:10:05Z,0,0,0,0,0
2017-09-12T16:10:06Z,0,0,0,0,0
2017-09-12T16:10:07Z,0,0,0,0,0
2017-09-12T16:10:08Z,0,0,0,0,0
2017-09-12T16:10:09Z,0,0,0,0,0
2017-09-12T16:10:10Z,0,0,0,0,0
2017-09-12T16:10:11Z,0,0,0,0,0
2017-09-12T16:10:12Z,0,0,0,0,0
2017-09-12T16:10:13Z,0,0,0,0,0
2017-09-12T16:10:14Z,0,0,0,0,0
2017-09-12T16:10:15Z,0,0,0,0,0
2017-09-12T16:10:16Z,0,0,0,0,0
2017-09-12T16:10:17Z,0,0,0,0,0
2017-09-12T16:10:18Z,0,0,0,0,0
2017-09-12T16:10:19Z,0,0,0,0,0
2017-09-12T16:10:20Z,0,0,0,0,0
2017-09-12T16:10:21Z,0,0,0,0,0
2017-09-12T16:10:22Z,0,0,0,0,0
2017-09-12T16:10:23Z,0,0,0,0,0
2017-09-12T16:10:24Z,0,0,0,0,0
2017-09-12T16:10:25Z,0,0,0,0,0
2017-09-12T16:10:26Z,0,0,0,0,0
2017-09-12T16:10:27Z,0,0,0,0,0
2017-09-12T16:10:28Z,0,0,0,0,0
2017-09-12T16:10:29Z,0,0,0,0,0
2017-09-12T16:10:30Z,0,0,0,0,0
2017-09-12T16:10:31Z,0,0,0,0,0
2017-09-12T16:10:32Z,0,0,0,0,0
2017-09-12T16:10:33Z,0,0,0,0,0
2017-09-12T16:10:34Z,0,0,0,0,0
2017-09-12T16:10:35Z,0,0,0,0,0
2017-09-12T16:10:36Z,0,0,0,0,0
2017-09-12T16:10:37Z,0,0,0,0,0
2017-09-12T16:10:38Z,0,0,0,0,0
2017-09-12T16:10:39Z,0,0,0,0,0
2017-09-12T16:10:40Z,0,0,0,0,0
2017-09-12T16:10:41Z,0,0,0,0,0
2017-09-12T16:10:42Z,0,0,0,0,0
2017-09-12T16:10:43Z,0,0,0,0,0
2017-09-12T16:10:44Z,0,0,0,0,0
2017-09-12T16:10:45Z,0,0,0,0,0
2017-09-12T16:10:46Z,0,0,0,0,0
2017-09-12T16:10:47Z,0,0,0,0,0
2017-09-12T16:10:48Z,0,0,0,0,0
2017-09-12T16:10:49Z,0,0,0,0,0
2017-09-12T16:10:50Z,0,0,0,0,0
2017-09-12T16:10:51Z,0,0,0,0,0
2017-09-12T16:10:52Z,0,0,0,0,0
2017-09-12T16:10:53Z,0,0,0,0,0
2017-09-12T16:10:54Z,0,0,0,0,0
2017-09-12T16:10:55Z,0,0,0,0,0
2017-09-12T16:10:56Z,0,0,0,0,0
2017-09-12T16:10:57Z,0,0,0,0,0
2017-09-12T16:10:58Z,0,0,0,0,0
2017-09-12T16:10:59Z,0,0,0,0,0
2017-09-12T16:11:00Z,0,0,0,0,0
2017-09-12T16:11:01Z,0,0,0,0,0
2017-09-12T16:11:02Z,0,0,0,0,0
2017-09-12T16:11:03Z,0,0,0,0,0
2017-09-12T16:11:04Z,0,0,0,0,0
2017-09-12T16:11:05Z,0,0,0,0,0
2017-09-12T16:11:06Z,0,0,0,0,0
2017-09-12T16:11:07Z,0,0,0,0,0
2017-09-12T16:11:08Z,0,0,0,0,0
2017-09-12T16:11:09Z,0,0,0,0,0
2017-09-12T16:11:10Z,0,0,0,0,0
2017-09-12T16:11:11Z,0,0,0,0,0
2017-09-12T16:11:12Z,0,0,0,0,0
2017-09-12T16:11:13Z,0,0,0,0,0
2017-09-12T16:11:14Z,0,0,0,0,0
2017-09-12T16:11:15Z,0,0,0,0,0
2017-09-12T16:11:16Z,0,0,0,0,0
